
First Line in file
1274,4,-2.355918,80.895401,0.986567,0.041107,0.158104,1f99,1f46,1efe,  -1.300,   2.850,   6.150,6.836897,2.385944,0.041335,-0.119043,0.992028,1f54,1f7f,1f8b,   2.150,   0.000,  -0.600
