BPM,0
BPB,0
NumBar,0
LeadIn,0

MusicFile,None

Calibration Info Start
LRswitched,True
Sequence #,Time,Acc X #S1,Acc Y #S1,Acc Z #S1,Yaw #S1, Pitch #S1,Roll #S1,Quat X #S1,Quat Y #S1,Quat Z #S1, Quat W #S1,Acc X #S2,Acc Y #S2,Acc Z #S2,Yaw #S2, Pitch #S2,Roll #S2,Quat X #S2,Quat Y #S2,Quat Z #S2, Quat W #S2,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Calibration Info End

Sequence #,Time,Acc X #S1,Acc Y #S1,Acc Z #S1,Yaw #S1, Pitch #S1,Roll #S1,Quat X #S1,Quat Y #S1,Quat Z #S1, Quat W #S1,Acc X #S2,Acc Y #S2,Acc Z #S2,Yaw #S2, Pitch #S2,Roll #S2,Quat X #S2,Quat Y #S2,Quat Z #S2, Quat W #S2,
0,10:30:24.998,-0.1463648,-0.2267677,-0.02539918,-0.9625531,0.003638539,-0.9996359,0.02673763,0.02565558,-0.01832542,0.002443389,-0.07305633,0.05634289,0.01458972,-0.9956281,0.009823464,-0.9998647,0.01319521,-0.009773555,-0.02321219,-0.01832542
0,10:30:25.213,-0.1467039,-0.2178475,-0.02697342,-0.9645169,0.01237973,-0.9997229,0.0200221,0.03909422,-0.0219905,-0.004886778,-0.07253721,0.09928889,-0.001811997,-0.9924096,0.007723468,-0.9997674,0.02013597,-0.01832542,-0.0219905,-0.02565558
0,10:30:25.345,-0.1428478,-0.217205,-0.0253133,-0.9652853,0.01534984,-0.9998741,0.004019747,0.03176406,-0.01954711,0.002443389,-0.073738,0.08401676,0.005506572,-0.993717,-0.008261285,-0.9997883,0.01884231,-0.002443389,-0.0219905,-0.03909422
0,10:30:25.498,-0.1448399,-0.2331737,-0.01938303,-0.9613926,0.01399829,-0.9998319,0.01184093,0.02932067,-0.02076881,0.002443389,-0.07269003,0.1101363,-0.003758389,-0.9912477,0.004596159,-0.9999079,0.01277297,0.004886778,-0.0219905,-0.03420744
0,10:30:25.627,-0.1457842,-0.2280764,-0.02133831,-0.9624307,0.008915959,-0.99959,0.0272081,0.03298575,-0.01343864,0.006108472,-0.07233869,0.1062342,0.001549009,-0.9917051,0.001157973,-0.9998748,0.01578012,-0.006108472,-0.02076881,-0.02809897
0,10:30:25.757,-0.1461579,-0.2296931,-0.02250729,-0.9619627,0.001127723,-0.9998679,0.01621547,0.03298575,-0.01343864,-0.007330167,-0.07405611,0.0758875,0.01101974,-0.9943014,0.007565798,-0.9995483,0.02908622,-0.01221694,-0.02443389,-0.01832542
0,10:30:25.888,-0.1482679,-0.2254212,-0.02841955,-0.9624938,0.008390908,-0.9995849,0.02756139,0.03542914,-0.01588203,-0.002443389,-0.0753227,0.05922436,0.01871029,-0.995223,0.00680809,-0.9998748,0.01428407,-0.006108472,-0.02321219,-0.01954711
0,10:30:26.018,-0.1472596,-0.2242696,-0.02691946,-0.9629605,0.006462938,-0.9998274,0.01741767,0.03176406,-0.01954711,-0.001221694,-0.07562152,0.08627599,0.003044392,-0.9933925,-0.00714445,-0.999415,0.03344548,0.001221694,-0.01588203,-0.03909422
0,10:30:26.146,-0.1478326,-0.2201293,-0.02732766,-0.9638163,0.02494869,-0.9995579,0.01617476,0.02687728,-0.01954711,0.006108472,-0.07524186,0.0812535,0.006345684,-0.9938291,0.002147894,-0.9997616,0.02172915,-0.001221694,-0.02076881,-0.04520269
0,10:30:26.277,-0.1495139,-0.216277,-0.02865368,-0.9643904,0.009522242,-0.9998599,0.01377184,0.02687728,-0.01588203,0.007330167,-0.07460018,0.08344533,0.004084545,-0.9937077,0.002167653,-0.9996612,0.02593741,0.002443389,-0.02321219,-0.04275931
