Raw Yaw,Raw Pitch,Raw Roll,Speed Yaw, Speed Pitch,Speed Roll
1fb6,1fbc,2174,-2.75,-3.05,-25.05
1f53,1f79,1ffd,2.2,0.3,-6.3
1f25,1f93,2038,4.5,-1,-9.25
1f0c,1f81,207d,5.75,-0.1,-12.7
1eed,1f34,21d7,7.3,3.75,-30
1ed3,1f2a,217d,8.6,4.25,-25.5
1ef1,1f72,25a9,7.1,0.65,-78.9
1ef1,1f72,25a9,7.1,0.65,-78.9
1f79,1f21,2614,0.3,4.7,-84.25
1f3a,2000,207a,3.45,-6.45,-12.55
1f82,1-Feb,21a4,-0.15,-5.4,-27.45
1f97,2023,2248,-1.2,-8.2,-35.65
1f87,208c,229f,-0.4,-13.45,-40
1fd7,1f6a,24f5,-4.4,1.05,-69.9
1fd7,1f6a,24f5,-4.4,1.05,-69.9
1f42,1f97,1ffd,3.05,-1.2,-6.3
1f35,1f6a,2123,3.7,1.05,-21
1edb,1f00,2204,8.2,6.35,-32.25
1edb,1f00,2204,8.2,6.35,-32.25
1f1a,1e8d,23f7,5.05,12.1,-57.2
1f1a,1e8d,23f7,5.05,12.1,-57.2
1f36,1ef8,2913,3.65,6.75,-122.6
1f32,1ee3,25cc,3.85,7.8,-80.65
1f20,1f99,2034,4.75,-1.3,-9.05
1f81,1fa7,2238,-0.1,-2,-34.85
1f81,1fa7,2238,-0.1,-2,-34.85
1fa1,1f58,240c,-1.7,1.95,-58.25
2012,1fc8,293f,-7.35,-3.65,-124.8
2016,1f42,24d9,-7.55,3.05,-68.5
1fa4,1fb1,211f,-1.85,-2.5,-20.8
1fa4,1fb1,211f,-1.85,-2.5,-20.8
1f6f,1fa0,20ce,0.8,-1.65,-16.75
1f6d,1f97,21a6,0.9,-1.2,-27.55
201d,1.00E+91,2cee,-7.9,11.9,-171.95
201d,1.00E+91,2cee,-7.9,11.9,-171.95
1f94,1eff,250e,-1.05,6.4,-71.15
1f74,1fcb,2006,0.55,-3.8,-6.75
1f93,1fa7,2187,-1,-2,-26
1f9b,1fa8,24ef,-1.4,-2.05,-69.6
2090,1.00E+55,2f1b,-13.65,14.9,-199.8
2018,1ebd,27b4,-7.65,9.7,-105.05
1f9f,1fa3,208f,-1.6,-1.8,-13.6
1fc0,1f95,226e,-3.25,-1.1,-37.55
1f76,1f34,2634,0.45,3.75,-85.85
207a,1eac,2d97,-12.55,10.55,-180.4
1f9b,1f4f,26a4,-1.4,2.4,-91.45
1f07,1fd4,2292,6,-4.25,-39.35
1f27,1fb6,28c3,4.4,-2.75,-118.6
204b,1f2c,31ab,-10.2,4.15,-232.6
1f86,200c,28be,-0.35,-7.05,-118.35
1f1b,1f88,2498,5,-0.45,-65.25
1f1b,1f88,2498,5,-0.45,-65.25
1f39,1.00E+44,262c,3.5,15.75,-85.45
2051,206d,3103,-10.5,-11.9,-224.2
1fb3,1f5c,2da3,-2.6,1.75,-181
1ee4,1f90,23c1,7.75,-0.85,-54.5
1ee4,1f90,23c1,7.75,-0.85,-54.5
1f12,1f57,2.80E+07,5.45,2,-120.35
20d9,1f31,3.90E+09,-17.3,3.9,-338.05
20df,1.00E+70,3b79,-17.6,13.55,-358.1
1fcc,1e5f,3294,-3.85,14.4,-244.25
1fcc,1e5f,3294,-3.85,14.4,-244.25
1f91,1.00E+46,3109,-0.9,15.65,-224.5
1fc7,1ef8,3245,-3.6,6.75,-240.3
1fee,1ed2,3463,-5.55,8.65,-267.4
1fd0,1.00E+95,3487,-4.05,11.7,-269.2
1fa3,1.00E+74,327b,-1.8,13.35,-243
1f2c,1.00E+33,2fab,4.15,16.6,-207
1eb4,1e6a,2ce1,10.15,13.85,-171.3
1e7d,1.00E+73,2a1b,12.9,13.4,-135.8
1.00E+54,1ee1,237c,14.95,7.9,-51.05
1edf,201a,2228,8,-7.75,-34.05
1ee7,2001,2465,7.6,-6.5,-62.7
1fa9,1f2e,2bcd,-2.1,4.05,-157.5
1f8b,1f4a,29ff,-0.6,2.65,-134.4
1ebf,1f0c,2216,9.6,5.75,-33.15
1eea,1f5d,21a3,7.45,1.7,-27.4
1f17,1fd8,21d5,5.2,-4.45,-29.9
1ee6,1fd6,2450,7.65,-4.35,-61.65
1f13,1fab,25c4,5.4,-2.2,-80.25
1ffd,1f49,2a1f,-6.3,2.7,-136
2016,1ede,27be,-7.55,8.05,-105.55
1fe9,1ee4,2164,-5.3,7.75,-24.25
202c,1f42,20a8,-8.65,3.05,-14.85
2062,1f83,21bd,-11.35,-0.2,-28.7
2000,1f4c,2308,-6.45,2.55,-45.25
1f29,1f68,2438,4.3,1.15,-60.45
1f29,1f68,2438,4.3,1.15,-60.45
1f85,1e9b,2abb,-0.3,11.4,-143.8
1f3c,1ebf,2704,3.35,9.6,-96.25
1eee,1f41,1f4f,7.25,3.1,2.4
1f29,1f98,202a,4.3,-1.25,-8.55
1f6a,2015,2127,1.05,-7.5,-21.2
1f6a,2015,2127,1.05,-7.5,-21.2
1f6a,2015,2127,1.05,-7.5,-21.2
1f19,1f5f,2059,5.1,1.6,-10.9
1f39,1faa,2162,3.5,-2.15,-24.15
1f9a,2019,252a,-1.35,-7.7,-72.55
201f,1efd,2abb,-8,6.5,-143.8
1fbf,1f27,2518,-3.2,4.4,-71.65
1f66,1f99,1fde,1.25,-1.3,-4.75
1f69,1f88,2184,1.1,-0.45,-25.85
1f48,1f6c,21ec,2.75,0.95,-31.05
1f41,1f9f,231c,3.1,-1.6,-46.25
1f8a,1ef3,2ab0,-0.55,7,-143.25
1f41,1f25,286a,3.1,4.5,-114.15
1f26,1f9f,2226,4.45,-1.6,-33.95
1f6f,1faf,20ea,0.8,-2.4,-18.15
1f93,1f9d,21a7,-1,-1.5,-27.6
1f8e,1f85,2305,-0.75,-0.3,-45.1
1fa6,1f76,2c8f,-1.95,0.45,-167.2
1f69,1eaa,2.00E+73,1.1,10.65,-191.4
1f50,1f0d,260a,2.35,5.7,-83.75
1f4c,1f2a,1f27,2.55,4.25,4.4
1f5e,1f31,203b,1.65,3.9,-9.4
1f50,1f80,1fd2,2.35,-0.05,-4.15
1f30,1fcf,201b,3.95,-4,-7.8
1f4e,1fd7,208b,2.45,-4.4,-13.4
1f7e,1fe4,2061,0.05,-5.05,-11.3
1f7e,1fe4,2061,0.05,-5.05,-11.3
1f7a,1fa1,2.00E+01,0.25,-1.7,-17.65
1f7a,1fa1,2.00E+01,0.25,-1.7,-17.65
1f66,1fd2,2887,1.25,-4.15,-115.6
2059,1fe9,3427,-10.9,-5.3,-264.4
208b,1f67,3413,-13.4,1.2,-263.4
2118,1ef6,3394,-20.45,6.85,-257.05
2118,1ef6,3394,-20.45,6.85,-257.05
211c,1ef7,3286,-20.65,6.8,-243.55
20d8,1.00E+96,3007,-17.25,11.65,-211.6
2018,1ef0,2ad8,-7.65,7.15,-145.25
1f55,1f1d,24b3,2.1,4.9,-66.6
1f6f,1fbe,21ea,0.8,-3.15,-30.95
1f4c,2000,24ff,2.55,-6.45,-70.4
1f0c,1faa,2aed,5.75,-2.15,-146.3
1f10,1f61,2a75,5.55,1.5,-140.3
1fe3,2028,2080,-5,-8.45,-12.85
1fe3,2028,2080,-5,-8.45,-12.85
1fe8,1fe4,22b2,-5.25,-5.05,-40.95
201e,1fb7,242f,-7.95,-2.8,-60
203d,20ce,292e,-9.5,-16.75,-123.95
1fa6,1f3d,2ce9,-1.95,3.3,-171.7
1f73,1ee4,2965,0.6,7.75,-126.7
1ff4,1f6c,2192,-5.85,0.95,-26.55
2032,200a,21d5,-8.95,-6.95,-29.9
1fe4,1f95,248b,-5.05,-1.1,-64.6
1ef5,1.00E+27,2.00E+90,6.9,17.2,-192.85
1ef5,1.00E+27,2.00E+90,6.9,17.2,-192.85
1e5d,1f16,2562,14.5,5.25,-75.35
1e5d,1f16,2562,14.5,5.25,-75.35
1f58,1fc8,23fc,1.95,-3.65,-57.45
1f58,1fc8,23fc,1.95,-3.65,-57.45
1f5c,2001,25a2,1.75,-6.5,-78.55
1.00E+77,1f1d,2.00E+58,13.2,4.9,-190.05
1da7,1f46,2eeb,23.6,2.85,-197.4
1df0,1f6b,285d,19.95,1,-113.5
1.00E+98,2071,248f,11.55,-12.1,-64.8
1ed3,200b,2512,8.6,-7,-71.35
1eff,1f6c,24ef,6.4,0.95,-69.6
1.00E+27,1.00E+38,2dab,17.2,16.35,-181.4
1.00E+28,1ed1,26a0,17.15,8.7,-91.25
1.00E+28,1ed1,26a0,17.15,8.7,-91.25
1ea8,1f49,23f2,10.75,2.7,-56.95
1e7e,1f52,26a2,12.85,2.25,-91.35
1.00E+92,1f0d,268c,11.85,5.7,-90.25
1ef3,1f06,24bf,7,6.05,-67.2
1f28,1fbd,267c,4.35,-3.1,-89.45
1e7a,1dde,2d81,13.05,20.85,-179.3
1f23,1ea8,27df,4.6,10.75,-107.2
1ff4,1f8e,22d9,-5.85,-0.75,-42.9
1ff4,1f8e,22d9,-5.85,-0.75,-42.9
1fb1,1f2b,2397,-2.5,4.2,-52.4
1ff9,1f73,22d9,-6.1,0.6,-42.9
1fc7,1.00E+63,27f1,-3.6,14.2,-108.1
1fc7,1.00E+63,27f1,-3.6,14.2,-108.1
1fe1,1f00,26a9,-4.9,6.35,-91.7
2074,1f2c,2102,-12.25,4.15,-19.35
209e,1fe4,204c,-14.35,-5.05,-10.25
2068,2064,2229,-11.65,-11.45,-34.1
206e,206a,21b5,-11.95,-11.75,-28.3
2070,2037,208e,-12.05,-9.2,-13.55
205e,20b0,223f,-11.15,-15.25,-35.2
2019,2026,23a5,-7.7,-8.35,-53.1
1fee,1f5e,238a,-5.55,1.65,-51.75
202d,1fae,1f4a,-8.7,-2.35,2.65
1ff1,2006,2086,-5.7,-6.75,-13.15
1fa6,200b,2156,-1.95,-7,-23.55
1fb5,1fdc,20ff,-2.7,-4.65,-19.2
2012,1fa6,2042,-7.35,-1.95,-9.75
2044,1f99,1f88,-9.85,-1.3,-0.45
207f,1f8c,1f87,-12.8,-0.65,-0.4
20be,1f87,1f5a,-15.95,-0.4,1.85
2.00E+09,1f99,1f29,-18.05,-1.3,4.3
2116,1f9c,1f0c,-20.35,-1.45,5.75
2148,1f88,1e6d,-22.85,-0.45,13.7
2148,1f88,1e6d,-22.85,-0.45,13.7
21aa,1f5b,1da9,-27.75,1.8,23.5
20c2,1ef7,1c93,-16.15,6.8,37.4
1ee5,1e6e,1.00E+51,7.7,13.65,15.1
1ee5,1e6e,1.00E+51,7.7,13.65,15.1
1dcf,1ded,1f98,21.6,20.1,-1.25
1dcf,1ded,1f98,21.6,20.1,-1.25
1d55,1d6e,1fcd,27.7,26.45,-3.9
1d30,1d9a,1f89,29.55,24.25,-0.5
1d4e,1f46,1ee4,28.05,2.85,7.75
1d4e,1f46,1ee4,28.05,2.85,7.75
1d47,20fc,1ef8,28.4,-19.05,6.75
1d5d,219e,1ef7,27.3,-27.15,6.8
1-Dec,2168,1f04,20.15,-24.45,6.15
1-Dec,2168,1f04,20.15,-24.45,6.15
1e4f,2.00E+01,1f40,15.2,-17.65,3.15
1eba,2035,1f60,9.85,-9.1,1.55
1f2d,1f9a,1f63,4.1,-1.35,1.4
1f5d,1f44,1f59,1.7,2.95,1.9
1f59,1f37,1f66,1.9,3.6,1.25
1f0c,1f8b,1f70,5.75,-0.6,0.75
1f0c,1f8b,1f70,5.75,-0.6,0.75
1f1b,1fa3,1f77,5,-1.8,0.4
1f2b,1f94,1f87,4.2,-1.05,-0.4
1f47,1f80,1f95,2.8,-0.05,-1.1
1f56,1f5f,1fdc,2.05,1.6,-4.65
1f56,1f5f,1fdc,2.05,1.6,-4.65
1f50,1f62,1fff,2.35,1.45,-6.4
1f49,1f66,1ff3,2.7,1.25,-5.8
1f4b,1f71,1fd2,2.6,0.7,-4.15
1f58,1f65,1fd4,1.95,1.3,-4.25
1f71,1f58,1fd1,0.7,1.95,-4.1
1f7f,1f44,1faa,0,2.95,-2.15
1f74,1f28,1fb1,0.55,4.35,-2.5
1f74,1f28,1fb1,0.55,4.35,-2.5
1f7a,1f2a,1fd9,0.25,4.25,-4.5
1f90,1f34,1fe5,-0.85,3.75,-5.1
1fd2,1f41,1fda,-4.15,3.1,-4.55
1fd2,1f41,1fda,-4.15,3.1,-4.55
1fcf,1f3b,1f9f,-4,3.4,-1.6
1fd0,1f33,1f82,-4.05,3.8,-0.15
1fd0,1f33,1f82,-4.05,3.8,-0.15
1fc9,1f1b,1f72,-3.7,5,0.65
1fc9,1f1b,1f72,-3.7,5,0.65
1fbb,1f1f,1f5f,-3,4.8,1.6
1fb8,1f23,1f67,-2.85,4.6,1.2
1f9e,1f21,1f83,-1.55,4.7,-0.2
1f89,1f1e,1faa,-0.5,4.85,-2.15
1f76,1f15,1f9e,0.45,5.3,-1.55
1f78,1f16,1fc7,0.35,5.25,-3.6
1f79,1f1e,1fe0,0.3,4.85,-4.85
1f76,1f23,1fc4,0.45,4.6,-3.45
1f72,1f2b,1fa0,0.65,4.2,-1.65
1f5f,1f3d,1faa,1.6,3.3,-2.15
1f68,1f36,1fa5,1.15,3.65,-1.9
1f7e,1f3f,1faf,0.05,3.2,-2.4
1f7e,1f3f,1faf,0.05,3.2,-2.4
1f9b,1f4e,1fe5,-1.4,2.45,-5.1
1f9b,1f4e,1fe5,-1.4,2.45,-5.1
1fbf,1f55,1ffe,-3.2,2.1,-6.35
1fb3,1f5f,1ff2,-2.6,1.6,-5.75
1fb3,1f5f,1ff2,-2.6,1.6,-5.75
1f7e,1f56,1fda,0.05,2.05,-4.55
1f7e,1f56,1fda,0.05,2.05,-4.55
1f78,1f4e,2001,0.35,2.45,-6.5
1f71,1f5a,2026,0.7,1.85,-8.35
1f71,1f5a,2026,0.7,1.85,-8.35
1f96,1f52,2037,-1.15,2.25,-9.2
1f96,1f52,2037,-1.15,2.25,-9.2
1f97,1f5d,203a,-1.2,1.7,-9.35
1f97,1f5d,203a,-1.2,1.7,-9.35
1f89,1f68,2006,-0.5,1.15,-6.75
1f60,1f49,1fd8,1.55,2.7,-4.45
1f39,1f33,1fca,3.5,3.8,-3.75
1f50,1f29,1fd1,2.35,4.3,-4.1
1f63,1f2e,1fc7,1.4,4.05,-3.6
1f63,1f2e,1fc7,1.4,4.05,-3.6
1f69,1f3f,1fc2,1.1,3.2,-3.35
1f69,1f3f,1fc2,1.1,3.2,-3.35
1f5f,1f40,1fce,1.6,3.15,-3.95
1f5c,1f34,1fc4,1.75,3.75,-3.45
1f5c,1f34,1fc4,1.75,3.75,-3.45
1f54,1f35,1fc1,2.15,3.7,-3.3
1f70,1f30,1f95,0.75,3.95,-1.1
1f74,1f35,1f7f,0.55,3.7,0
1f8e,1f3e,1f70,-0.75,3.25,0.75
1f85,1f4f,1f75,-0.3,2.4,0.5
1f7d,1f54,1f6b,0.1,2.15,1
1f8e,1f61,1f62,-0.75,1.5,1.45
1f81,1f5e,1f78,-0.1,1.65,0.35
1f9d,1f49,1f65,-1.5,2.7,1.3
1f9d,1f4e,1f71,-1.5,2.45,0.7
1f9d,1f4e,1f71,-1.5,2.45,0.7
1f79,1f5c,1f5f,0.3,1.75,1.6
1f79,1f5c,1f5f,0.3,1.75,1.6
1f6b,1f40,1f57,1,3.15,2
1f6b,1f40,1f57,1,3.15,2
1f6b,1f37,1f59,1,3.6,1.9
1f73,1f33,1f66,0.6,3.8,1.25
1f73,1f33,1f66,0.6,3.8,1.25
1f72,1f39,1f68,0.65,3.5,1.15
1f6e,1f33,1f7a,0.85,3.8,0.25
1f6e,1f33,1f7a,0.85,3.8,0.25
1f75,1f29,1f5b,0.5,4.3,1.8
1f75,1f29,1f5b,0.5,4.3,1.8
1f78,1f30,1f4a,0.35,3.95,2.65
1f78,1f30,1f4a,0.35,3.95,2.65
1f6f,1f31,1f61,0.8,3.9,1.5
1f71,1f39,1f85,0.7,3.5,-0.3
1f8f,1f3e,1fb3,-0.8,3.25,-2.6
1f8f,1f3e,1fb3,-0.8,3.25,-2.6
1f9b,1f50,1f9e,-1.4,2.35,-1.55
1fb0,1f3b,1f7b,-2.45,3.4,0.2
1fb0,1f3b,1f7b,-2.45,3.4,0.2
1fae,1f2f,1f78,-2.35,4,0.35
1f99,1f33,1fa0,-1.3,3.8,-1.65
1f99,1f33,1fa0,-1.3,3.8,-1.65
1fa6,1f3a,1fc5,-1.95,3.45,-3.5
1fa6,1f3a,1fc5,-1.95,3.45,-3.5
1fb0,1f4e,1fb8,-2.45,2.45,-2.85
1fc2,1f64,1fa8,-3.35,1.35,-2.05
1fc2,1f64,1fa8,-3.35,1.35,-2.05
1fbd,1f54,1fc2,-3.1,2.15,-3.35
1fb0,1f4f,1fa6,-2.45,2.4,-1.95
1f91,1f38,1f94,-0.9,3.55,-1.05
1f91,1f38,1f94,-0.9,3.55,-1.05
1f92,1f2d,1f7c,-0.95,4.1,0.15
1f81,1f1a,1f54,-0.1,5.05,2.15
1f81,1f1a,1f54,-0.1,5.05,2.15
1f7f,1f29,1f71,0,4.3,0.7
1f7f,1f29,1f71,0,4.3,0.7
1f72,1f28,1f71,0.65,4.35,0.7
1f88,1f36,1f61,-0.45,3.65,1.5
1f80,1f3a,1f66,-0.05,3.45,1.25
1f80,1f3a,1f66,-0.05,3.45,1.25
1f68,1f41,1f59,1.15,3.1,1.9
1f68,1f41,1f59,1.15,3.1,1.9
1f84,1f45,1f4c,-0.25,2.9,2.55
1f84,1f45,1f4c,-0.25,2.9,2.55
1f7e,1f3e,1f4e,0.05,3.25,2.45
1f6b,1f3a,1f40,1,3.45,3.15
1f6b,1f3a,1f40,1,3.45,3.15
1f78,1f41,1f4c,0.35,3.1,2.55
1f78,1f41,1f4c,0.35,3.1,2.55
1f80,1f4d,1f3e,-0.05,2.5,3.25
1f80,1f4d,1f3e,-0.05,2.5,3.25
1f6e,1f56,1f46,0.85,2.05,2.85
1f61,1f61,1f38,1.5,1.5,3.55
1f69,1f5c,1f2e,1.1,1.75,4.05
1f6f,1f5e,1f33,0.8,1.65,3.8
1f8d,1f6d,1f26,-0.7,0.9,4.45
1f80,1f67,1f2a,-0.05,1.2,4.25
1f70,1f71,1f32,0.75,0.7,3.85
1f56,1f70,1f35,2.05,0.75,3.7
1f4a,1f69,1f38,2.65,1.1,3.55
1f6d,1f4b,1f21,0.9,2.6,4.7
1f6d,1f4b,1f21,0.9,2.6,4.7
1f60,1f40,1f2e,1.55,3.15,4.05
1f68,1f45,1f29,1.15,2.9,4.3
1f78,1f41,1f35,0.35,3.1,3.7
1f6c,1f3d,1f24,0.95,3.3,4.55
1f67,1f38,1f29,1.2,3.55,4.3
1f69,1f37,1f1f,1.1,3.6,4.8
1f60,1f36,1f15,1.55,3.65,5.3
1f5a,1f2c,1f17,1.85,4.15,5.2
1f75,1f30,1f1e,0.5,3.95,4.85
1f75,1f32,1f0e,0.5,3.85,5.65
1f74,1f32,1f0a,0.55,3.85,5.85
1f75,1f41,1f0c,0.5,3.1,5.75
1f7d,1f42,1f15,0.1,3.05,5.3
1f7d,1f42,1f15,0.1,3.05,5.3
1f84,1f41,1f20,-0.25,3.1,4.75
1f91,1f4f,1f2a,-0.9,2.4,4.25
1f8b,1f53,1f1d,-0.6,2.2,4.9
1f8e,1f53,1f1f,-0.75,2.2,4.8
1f9d,1f49,1f2c,-1.5,2.7,4.15
1f79,1f54,1f30,0.3,2.15,3.95
1f79,1f54,1f30,0.3,2.15,3.95
1f88,1f54,1f32,-0.45,2.15,3.85
1f88,1f54,1f32,-0.45,2.15,3.85
1f7b,1f51,1f36,0.2,2.3,3.65
1f85,1f51,1f2a,-0.3,2.3,4.25
1f85,1f51,1f2a,-0.3,2.3,4.25
1f71,1f3c,1f29,0.7,3.35,4.3
1f71,1f3c,1f29,0.7,3.35,4.3
1f6f,1f3f,1f2b,0.8,3.2,4.2
1f6c,1f31,1f2c,0.95,3.9,4.15
1f69,1f27,1f31,1.1,4.4,3.9
1f5e,1f2e,1f2a,1.65,4.05,4.25
1f64,1f2d,1f2e,1.35,4.1,4.05
1f6c,1f35,1f2c,0.95,3.7,4.15
1f70,1f3b,1f2e,0.75,3.4,4.05
1f6e,1f49,1f32,0.85,2.7,3.85
1f73,1f4c,1f30,0.6,2.55,3.95
1f81,1f4e,1f26,-0.1,2.45,4.45
1f7b,1f4c,1f1a,0.2,2.55,5.05
1f6c,1f4b,1f18,0.95,2.6,5.15
1f6f,1f52,1f1d,0.8,2.25,4.9
1f7f,1f53,1f1c,0,2.2,4.95
1f7a,1f56,1f25,0.25,2.05,4.5
1f7a,1f56,1f25,0.25,2.05,4.5
1f85,1f47,1f21,-0.3,2.8,4.7
1f84,1f2e,1f1d,-0.25,4.05,4.9
1f81,1f2b,1f22,-0.1,4.2,4.65
1f81,1f2b,1f22,-0.1,4.2,4.65
1f8c,1f43,1f2a,-0.65,3,4.25
1f8a,1f3f,1f32,-0.55,3.2,3.85
1f96,1f3a,1f33,-1.15,3.45,3.8
1f97,1f3d,1f34,-1.2,3.3,3.75
1f84,1f35,1f2b,-0.25,3.7,4.2
1f8c,1f41,1f27,-0.65,3.1,4.4
1f81,1f40,1f2e,-0.1,3.15,4.05
1f86,1f3b,1f31,-0.35,3.4,3.9
1f8d,1f3f,1f29,-0.7,3.2,4.3
1f86,1f41,1f37,-0.35,3.1,3.6
1f77,1f34,1f16,0.4,3.75,5.25
1f77,1f34,1f16,0.4,3.75,5.25
1f5a,1f4a,1f18,1.85,2.65,5.15
1f5a,1f4a,1f18,1.85,2.65,5.15
1f6a,1f3e,1f32,1.05,3.25,3.85
1f6a,1f3e,1f32,1.05,3.25,3.85
1f63,1f48,1f34,1.4,2.75,3.75
1f73,1f47,1f33,0.6,2.8,3.8
1f80,1f46,1f3d,-0.05,2.85,3.3
1f7c,1f4a,1f33,0.15,2.65,3.8
1f90,1f4f,1f36,-0.85,2.4,3.65
1fa4,1f50,1f31,-1.85,2.35,3.9
1f9f,1f52,1f26,-1.6,2.25,4.45
1f9f,1f52,1f26,-1.6,2.25,4.45
1f87,1f59,1f2b,-0.4,1.9,4.2
1f89,1f55,1f27,-0.5,2.1,4.4
1f73,1f3f,1f3a,0.6,3.2,3.45
1f69,1f3a,1f2a,1.1,3.45,4.25
1f67,1f37,1f2b,1.2,3.6,4.2
1f67,1f37,1f2b,1.2,3.6,4.2
1f60,1f3c,1f27,1.55,3.35,4.4
1f5f,1f39,1f19,1.6,3.5,5.1
1f50,1f3b,1f26,2.35,3.4,4.45
1f50,1f3b,1f26,2.35,3.4,4.45
1f5e,1f37,1f2c,1.65,3.6,4.15
1f6c,1f37,1f33,0.95,3.6,3.8
1f79,1f35,1f25,0.3,3.7,4.5
1f82,1f37,1f22,-0.15,3.6,4.65
1f9d,1f28,1f1c,-1.5,4.35,4.95
1fa1,1f31,1f2b,-1.7,3.9,4.2
1fa8,1f35,1f3b,-2.05,3.7,3.4
1fa6,1f37,1f41,-1.95,3.6,
