
Time,Acc Pitch Orientation #WM1, Acc Roll Orientation #WM1,Acc X #WM1,Acc Y #WM1,Acc Z #WM1,		Acc Pitch Orientation #WM2, Acc Roll Orientation #WM2,Acc X #WM2,Acc Y #WM2,Acc Z #WM2
2071,-141.537292,-40.197800,-0.505379,0.622005,-0.598082,-82.874977,0.000000,0.000000,0.992278,0.124035
2082,-141.537292,-40.197800,-0.505379,0.622005,-0.598082,-82.874977,0.000000,0.000000,0.992278,0.124035
2083,-141.537292,-40.197800,-0.505379,0.622005,-0.598082,-82.874977,0.000000,0.000000,0.992278,0.124035
2086,-141.537292,-40.197800,-0.505379,0.622005,-0.598082,-82.874977,0.000000,0.000000,0.992278,0.124035
2089,-141.537292,-40.197800,-0.505379,0.622005,-0.598082,-82.874977,0.000000,0.000000,0.992278,0.124035
2097,-141.537292,-40.197800,-0.505379,0.622005,-0.598082,-82.874977,0.000000,0.000000,0.992278,0.124035
2100,-141.537292,-40.197800,-0.505379,0.622005,-0.598082,-82.874977,0.000000,0.000000,0.992278,0.124035
2128,-141.537292,-40.197800,-0.505379,0.622005,-0.598082,-82.874977,0.000000,0.000000,0.992278,0.124035
2139,-141.537292,-40.197800,-0.505379,0.622005,-0.598082,-82.874977,0.000000,0.000000,0.992278,0.124035
2143,-141.537292,-40.197800,-0.505379,0.622005,-0.598082,-82.874977,0.000000,0.000000,0.992278,0.124035
2148,-141.537292,-40.197800,-0.505379,0.622005,-0.598082,-82.874977,0.000000,0.000000,0.992278,0.124035
2151,-141.537292,-40.197800,-0.505379,0.622005,-0.598082,-82.874977,0.000000,0.000000,0.992278,0.124035
2153,-141.537292,-40.197800,-0.505379,0.622005,-0.598082,-82.874977,0.000000,0.000000,0.992278,0.124035
2171,-141.537292,-40.197800,-0.505379,0.622005,-0.598082,-82.874977,0.000000,0.000000,0.992278,0.124035
2180,-141.537292,-40.197800,-0.505379,0.622005,-0.598082,-82.874977,0.000000,0.000000,0.992278,0.124035
2182,-141.537292,-40.197800,-0.505379,0.622005,-0.598082,-82.874977,0.000000,0.000000,0.992278,0.124035
2188,-141.537292,-40.197800,-0.505379,0.622005,-0.598082,-82.874977,0.000000,0.000000,0.992278,0.124035
2191,-141.537292,-40.197800,-0.505379,0.622005,-0.598082,-82.874977,0.000000,0.000000,0.992278,0.124035
2201,-141.537292,-40.197800,-0.505379,0.622005,-0.598082,-82.874977,0.000000,0.000000,0.992278,0.124035
2203,-141.537292,-40.197800,-0.505379,0.622005,-0.598082,-82.874977,0.000000,0.000000,0.992278,0.124035
2211,-141.537292,-40.197800,-0.505379,0.622005,-0.598082,-82.874977,0.000000,0.000000,0.992278,0.124035
2214,-141.537292,-40.197800,-0.505379,0.622005,-0.598082,-82.874977,0.000000,0.000000,0.992278,0.124035
2231,-141.537292,-40.197800,-0.505379,0.622005,-0.598082,-82.874977,0.000000,0.000000,0.992278,0.124035
2238,-141.537292,-40.197800,-0.505379,0.622005,-0.598082,-82.874977,0.000000,0.000000,0.992278,0.124035
2241,-141.537292,-40.197800,-0.505379,0.622005,-0.598082,-82.874977,0.000000,0.000000,0.992278,0.124035
2244,-141.537292,-40.197800,-0.505379,0.622005,-0.598082,-82.874977,0.000000,0.000000,0.992278,0.124035
2249,-141.537292,-40.197800,-0.505379,0.622005,-0.598082,-82.874977,0.000000,0.000000,0.992278,0.124035
2259,-141.537292,-40.197800,-0.505379,0.622005,-0.598082,-82.874977,0.000000,0.000000,0.992278,0.124035
2261,-141.537292,-40.197800,-0.505379,0.622005,-0.598082,-82.874977,0.000000,0.000000,0.992278,0.124035
2269,-141.537292,-40.197800,-0.505379,0.622005,-0.598082,-82.874977,0.000000,0.000000,0.992278,0.124035
2274,-141.537292,-40.197800,-0.505379,0.622005,-0.598082,-82.874977,0.000000,0.000000,0.992278,0.124035
2280,-141.537292,-40.197800,-0.505379,0.622005,-0.598082,-82.874977,0.000000,0.000000,0.992278,0.124035
2284,-141.537292,-40.197800,-0.505379,0.622005,-0.598082,-82.874977,0.000000,0.000000,0.992278,0.124035
2290,-141.537292,-40.197800,-0.505379,0.622005,-0.598082,-82.874977,0.000000,0.000000,0.992278,0.124035
2300,-141.537292,-40.197800,-0.505379,0.622005,-0.598082,-82.874977,0.000000,0.000000,0.992278,0.124035
2302,-141.537292,-40.197800,-0.505379,0.622005,-0.598082,-82.874977,0.000000,0.000000,0.992278,0.124035
2308,-141.537292,-40.197800,-0.505379,0.622005,-0.598082,-82.874977,0.000000,0.000000,0.992278,0.124035
2313,-141.537292,-40.197800,-0.505379,0.622005,-0.598082,-82.874977,0.000000,0.000000,0.992278,0.124035
2319,-141.537292,-40.197800,-0.505379,0.622005,-0.598082,-82.874977,0.000000,0.000000,0.992278,0.124035
2331,-141.537292,-40.197800,-0.505379,0.622005,-0.598082,-82.874977,0.000000,0.000000,0.992278,0.124035
2340,-141.537292,-40.197800,-0.505379,0.622005,-0.598082,-82.874977,0.000000,0.000000,0.992278,0.124035
2344,-141.537292,-40.197800,-0.505379,0.622005,-0.598082,-82.874977,0.000000,0.000000,0.992278,0.124035
2347,-141.537292,-40.197800,-0.505379,0.622005,-0.598082,-82.874977,0.000000,0.000000,0.992278,0.124035
2349,-141.537292,-40.197800,-0.505379,0.622005,-0.598082,-82.874977,0.000000,0.000000,0.992278,0.124035
2356,-141.537292,-40.197800,-0.505379,0.622005,-0.598082,-82.874977,0.000000,0.000000,0.992278,0.124035
2360,-141.537292,-40.197800,-0.505379,0.622005,-0.598082,-82.874977,0.000000,0.000000,0.992278,0.124035
2368,-141.537292,-40.197800,-0.505379,0.622005,-0.598082,-82.874977,0.000000,0.000000,0.992278,0.124035
2376,-141.537292,-40.197800,-0.505379,0.622005,-0.598082,-82.874977,0.000000,0.000000,0.992278,0.124035
2379,-141.537292,-40.197800,-0.505379,0.622005,-0.598082,-82.874977,0.000000,0.000000,0.992278,0.124035
2381,-141.537292,-40.197800,-0.505379,0.622005,-0.598082,-82.874977,0.000000,0.000000,0.992278,0.124035
2389,-141.537292,-40.197800,-0.505379,0.622005,-0.598082,-82.874977,0.000000,0.000000,0.992278,0.124035
2396,-141.537292,-40.197800,-0.505379,0.622005,-0.598082,-82.874977,0.000000,0.000000,0.992278,0.124035
2400,-141.537292,-40.197800,-0.505379,0.622005,-0.598082,-82.874977,0.000000,0.000000,0.992278,0.124035
2408,-141.537292,-40.197800,-0.505379,0.622005,-0.598082,-82.874977,0.000000,0.000000,0.992278,0.124035
2430,-141.537292,-40.197800,-0.505379,0.622005,-0.598082,-82.874977,0.000000,0.000000,0.992278,0.124035
2433,-141.537292,-40.197800,-0.505379,0.622005,-0.598082,-82.874977,0.000000,0.000000,0.992278,0.124035
2436,-141.537292,-40.197800,-0.505379,0.622005,-0.598082,-82.874977,0.000000,0.000000,0.992278,0.124035
2440,-141.537292,-40.197800,-0.505379,0.622005,-0.598082,-82.874977,0.000000,0.000000,0.992278,0.124035
2444,-141.537292,-40.197800,-0.505379,0.622005,-0.598082,-82.874977,0.000000,0.000000,0.992278,0.124035
2446,-141.537292,-40.197800,-0.505379,0.622005,-0.598082,-82.874977,0.000000,0.000000,0.992278,0.124035
2450,-141.537292,-40.197800,-0.505379,0.622005,-0.598082,-82.874977,0.000000,0.000000,0.992278,0.124035
2457,-141.537292,-40.197800,-0.505379,0.622005,-0.598082,-82.874977,0.000000,0.000000,0.992278,0.124035
2460,-141.537292,-40.197800,-0.505379,0.622005,-0.598082,-82.874977,0.000000,0.000000,0.992278,0.124035
2464,-141.537292,-40.197800,-0.505379,0.622005,-0.598082,-82.874977,0.000000,0.000000,0.992278,0.124035
2470,-141.537292,-40.197800,-0.505379,0.622005,-0.598082,-82.874977,0.000000,0.000000,0.992278,0.124035
2480,-141.537292,-40.197800,-0.505379,0.622005,-0.598082,-82.874977,0.000000,0.000000,0.992278,0.124035
2483,-141.537292,-40.197800,-0.505379,0.622005,-0.598082,-82.874977,0.000000,0.000000,0.992278,0.124035
2489,-141.537292,-40.197800,-0.505379,0.622005,-0.598082,-82.874977,0.000000,0.000000,0.992278,0.124035
2492,-141.537292,-40.197800,-0.505379,0.622005,-0.598082,-82.874977,0.000000,0.000000,0.992278,0.124035
2494,-141.537292,-40.197800,-0.505379,0.622005,-0.598082,-82.874977,0.000000,0.000000,0.992278,0.124035
2501,-141.537292,-40.197800,-0.505379,0.622005,-0.598082,-15.514689,-51.709839,-0.756283,0.267485,0.597066
2510,-141.537292,-40.197800,-0.505379,0.622005,-0.598082,-15.514689,-51.709839,-0.756283,0.267485,0.597066
2512,-141.537292,-40.197800,-0.505379,0.622005,-0.598082,-22.116404,-48.814079,-0.697203,0.376490,0.610052
2520,-141.537292,-40.197800,-0.505379,0.622005,-0.598082,-22.116404,-48.814079,-0.697203,0.376490,0.610052
2523,-141.537292,-40.197800,-0.505379,0.622005,-0.598082,-22.116404,-48.814079,-0.697203,0.376490,0.610052
2529,-141.537292,-40.197800,-0.505379,0.622005,-0.598082,-22.116404,-48.814079,-0.697203,0.376490,0.610052
2531,-141.537292,-40.197800,-0.505379,0.622005,-0.598082,-22.116404,-48.814079,-0.697203,0.376490,0.610052
2539,-141.537292,-40.197800,-0.505379,0.622005,-0.598082,-22.116404,-48.814079,-0.697203,0.376490,0.610052
2542,-141.537292,-40.197800,-0.505379,0.622005,-0.598082,-22.116404,-48.814079,-0.697203,0.376490,0.610052
2549,-141.537292,-40.197800,-0.505379,0.622005,-0.598082,-22.116404,-48.814079,-0.697203,0.376490,0.610052
2552,-141.537292,-40.197800,-0.505379,0.622005,-0.598082,-22.116404,-48.814079,-0.697203,0.376490,0.610052
2558,-141.537292,-40.197800,-0.505379,0.622005,-0.598082,-22.116404,-48.814079,-0.697203,0.376490,0.610052
2564,-141.537292,-40.197800,-0.505379,0.622005,-0.598082,-22.116404,-48.814079,-0.697203,0.376490,0.610052
2568,-141.537292,-40.197800,-0.505379,0.622005,-0.598082,-22.116404,-48.814079,-0.697203,0.376490,0.610052
2573,-141.537292,-40.197800,-0.505379,0.622005,-0.598082,-22.116404,-48.814079,-0.697203,0.376490,0.610052
2582,-141.537292,-40.197800,-0.505379,0.622005,-0.598082,-22.116404,-48.814079,-0.697203,0.376490,0.610052
2583,-141.537292,-40.197800,-0.505379,0.622005,-0.598082,-22.116404,-48.814079,-0.697203,0.376490,0.610052
2590,-141.537292,-40.197800,-0.505379,0.622005,-0.598082,-22.116404,-48.814079,-0.697203,0.376490,0.610052
2604,-141.537292,-40.197800,-0.505379,0.622005,-0.598082,-22.116404,-48.814079,-0.697203,0.376490,0.610052
2610,-141.537292,-40.197800,-0.505379,0.622005,-0.598082,-22.116404,-48.814079,-0.697203,0.376490,0.610052
2613,-141.537292,-40.197800,-0.505379,0.622005,-0.598082,-22.116404,-48.814079,-0.697203,0.376490,0.610052
2619,-141.537292,-40.197800,-0.505379,0.622005,-0.598082,-22.116404,-48.814079,-0.697203,0.376490,0.610052
2621,-141.537292,-40.197800,-0.505379,0.622005,-0.598082,-22.116404,-48.814079,-0.697203,0.376490,0.610052
2628,-141.537292,-40.197800,-0.505379,0.622005,-0.598082,-22.116404,-48.814079,-0.697203,0.376490,0.610052
2630,-141.537292,-40.197800,-0.505379,0.622005,-0.598082,-22.116404,-48.814079,-0.697203,0.376490,0.610052
2641,-141.537292,-40.197800,-0.505379,0.622005,-0.598082,-22.116404,-48.814079,-0.697203,0.376490,0.610052
2644,-141.537292,-40.197800,-0.505379,0.622005,-0.598082,-22.116404,-48.814079,-0.697203,0.376490,0.610052
2649,-141.537292,-40.197800,-0.505379,0.622005,-0.598082,-22.116404,-48.814079,-0.697203,0.376490,0.610052
2652,-141.537292,-40.197800,-0.505379,0.622005,-0.598082,-22.116404,-48.814079,-0.697203,0.376490,0.610052
2660,-141.537292,-40.197800,-0.505379,0.622005,-0.598082,-22.116404,-48.814079,-0.697203,0.376490,0.610052
2663,-141.537292,-40.197800,-0.505379,0.622005,-0.598082,-22.116404,-48.814079,-0.697203,0.376490,0.610052
2672,-141.537292,-40.197800,-0.505379,0.622005,-0.598082,-22.116404,-48.814079,-0.697203,0.376490,0.610052
2674,-141.537292,-40.197800,-0.505379,0.622005,-0.598082,-22.116404,-48.814079,-0.697203,0.376490,0.610052
2681,-141.537292,-40.197800,-0.505379,0.622005,-0.598082,-22.116404,-48.814079,-0.697203,0.376490,0.610052
2690,-141.537292,-40.197800,-0.505379,0.622005,-0.598082,-22.116404,-48.814079,-0.697203,0.376490,0.610052
2693,-141.537292,-40.197800,-0.505379,0.622005,-0.598082,-22.116404,-48.814079,-0.697203,0.376490,0.610052
2696,-141.537292,-40.197800,-0.505379,0.622005,-0.598082,-22.116404,-48.814079,-0.697203,0.376490,0.610052
2698,-141.537292,-40.197800,-0.505379,0.622005,-0.598082,-22.116404,-48.814079,-0.697203,0.376490,0.610052
2704,-141.537292,-40.197800,-0.505379,0.622005,-0.598082,-22.116404,-48.814079,-0.697203,0.376490,0.610052
2709,-141.537292,-40.197800,-0.505379,0.622005,-0.598082,-22.116404,-48.814079,-0.697203,0.376490,0.610052
2713,-141.537292,-40.197800,-0.505379,0.622005,-0.598082,-22.116404,-48.814079,-0.697203,0.376490,0.610052
2719,-141.537292,-40.197800,-0.505379,0.622005,-0.598082,-22.116404,-48.814079,-0.697203,0.376490,0.610052
2723,-141.537292,-40.197800,-0.505379,0.622005,-0.598082,-22.116404,-48.814079,-0.697203,0.376490,0.610052
2728,-141.537292,-40.197800,-0.505379,0.622005,-0.598082,-22.116404,-48.814079,-0.697203,0.376490,0.610052
2731,-141.537292,-40.197800,-0.505379,0.622005,-0.598082,-22.116404,-48.814079,-0.697203,0.376490,0.610052
2743,-141.537292,-40.197800,-0.505379,0.622005,-0.598082,-22.116404,-48.814079,-0.697203,0.376490,0.610052
2746,-141.537292,-40.197800,-0.505379,0.622005,-0.598082,-22.116404,-48.814079,-0.697203,0.376490,0.610052
2748,-141.537292,-40.197800,-0.505379,0.622005,-0.598082,-22.116404,-48.814079,-0.697203,0.376490,0.610052
2751,-141.537292,-40.197800,-0.505379,0.622005,-0.598082,-22.116404,-48.814079,-0.697203,0.376490,0.610052
2763,-141.537292,-40.197800,-0.505379,0.622005,-0.598082,-22.116404,-48.814079,-0.697203,0.376490,0.610052
2766,-141.537292,-40.197800,-0.505379,0.622005,-0.598082,-22.116404,-48.814079,-0.697203,0.376490,0.610052
2772,-141.537292,-40.197800,-0.505379,0.622005,-0.598082,-22.116404,-48.814079,-0.697203,0.376490,0.610052
2782,-141.537292,-40.197800,-0.505379,0.622005,-0.598082,-22.116404,-48.814079,-0.697203,0.376490,0.610052
2784,-141.537292,-40.197800,-0.505379,0.622005,-0.598082,-22.116404,-48.814079,-0.697203,0.376490,0.610052
2791,-141.537292,-40.197800,-0.505379,0.622005,-0.598082,-22.116404,-48.814079,-0.697203,0.376490,0.610052
2860,-141.537292,-40.197800,-0.505379,0.622005,-0.598082,-22.116404,-48.814079,-0.697203,0.376490,0.610052
2863,-141.537292,-40.197800,-0.505379,0.622005,-0.598082,-22.116404,-48.814079,-0.697203,0.376490,0.610052
2867,-141.537292,-40.197800,-0.505379,0.622005,-0.598082,-22.116404,-48.814079,-0.697203,0.376490,0.610052
2871,-141.537292,-40.197800,-0.505379,0.622005,-0.598082,-22.116404,-48.814079,-0.697203,0.376490,0.610052
2874,157.848419,24.023224,0.377058,-0.377058,-0.845964,-22.116404,-48.814079,-0.697203,0.376490,0.610052
2883,157.848419,24.023224,0.377058,-0.377058,-0.845964,-22.116404,-48.814079,-0.697203,0.376490,0.610052
2891,-180.000000,15.089798,0.260333,0.000000,-0.965519,-22.116404,-48.814079,-0.697203,0.376490,0.610052
2896,-180.000000,15.089798,0.260333,0.000000,-0.965519,-22.116404,-48.814079,-0.697203,0.376490,0.610052
2904,-180.000000,15.089798,0.260333,0.000000,-0.965519,-22.116404,-48.814079,-0.697203,0.376490,0.610052
2912,-180.000000,15.089798,0.260333,0.000000,-0.965519,-22.116404,-48.814079,-0.697203,0.376490,0.610052
2915,-180.000000,15.089798,0.260333,0.000000,-0.965519,-22.116404,-48.814079,-0.697203,0.376490,0.610052
2922,-180.000000,15.089798,0.260333,0.000000,-0.965519,-22.116404,-48.814079,-0.697203,0.376490,0.610052
2926,-180.000000,15.089798,0.260333,0.000000,-0.965519,-22.116404,-48.814079,-0.697203,0.376490,0.610052
2934,-180.000000,15.089798,0.260333,0.000000,-0.965519,-22.116404,-48.814079,-0.697203,0.376490,0.610052
2942,-180.000000,15.089798,0.260333,0.000000,-0.965519,-22.116404,-48.814079,-0.697203,0.376490,0.610052
2948,-180.000000,15.089798,0.260333,0.000000,-0.965519,-22.116404,-48.814079,-0.697203,0.376490,0.610052
2955,-180.000000,15.089798,0.260333,0.000000,-0.965519,-22.116404,-48.814079,-0.697203,0.376490,0.610052
2958,-180.000000,15.089798,0.260333,0.000000,-0.965519,-22.116404,-48.814079,-0.697203,0.376490,0.610052
2962,-180.000000,15.089798,0.260333,0.000000,-0.965519,-22.116404,-48.814079,-0.697203,0.376490,0.610052
2964,-180.000000,15.089798,0.260333,0.000000,-0.965519,-22.116404,-48.814079,-0.697203,0.376490,0.610052
2974,-180.000000,15.089798,0.260333,0.000000,-0.965519,-22.116404,-48.814079,-0.697203,0.376490,0.610052
2981,-180.000000,15.089798,0.260333,0.000000,-0.965519,-22.116404,-48.814079,-0.697203,0.376490,0.610052
2983,-180.000000,15.089798,0.260333,0.000000,-0.965519,-22.116404,-48.814079,-0.697203,0.376490,0.610052
2992,-180.000000,15.089798,0.260333,0.000000,-0.965519,-22.116404,-48.814079,-0.697203,0.376490,0.610052
2998,-180.000000,15.089798,0.260333,0.000000,-0.965519,-22.116404,-48.814079,-0.697203,0.376490,0.610052
3003,-180.000000,15.089798,0.260333,0.000000,-0.965519,-22.116404,-48.814079,-0.697203,0.376490,0.610052
3009,-180.000000,15.089798,0.260333,0.000000,-0.965519,-22.116404,-48.814079,-0.697203,0.376490,0.610052
3013,-180.000000,15.089798,0.260333,0.000000,-0.965519,-22.116404,-48.814079,-0.697203,0.376490,0.610052
3019,-180.000000,15.089798,0.260333,0.000000,-0.965519,-22.116404,-48.814079,-0.697203,0.376490,0.610052
3022,-180.000000,15.089798,0.260333,0.000000,-0.965519,-22.116404,-48.814079,-0.697203,0.376490,0.610052
3029,-180.000000,15.089798,0.260333,0.000000,-0.965519,-22.116404,-48.814079,-0.697203,0.376490,0.610052
3035,-180.000000,15.089798,0.260333,0.000000,-0.965519,-22.116404,-48.814079,-0.697203,0.376490,0.610052
3038,-180.000000,15.089798,0.260333,0.000000,-0.965519,-22.116404,-48.814079,-0.697203,0.376490,0.610052
3043,-180.000000,15.089798,0.260333,0.000000,-0.965519,-22.116404,-48.814079,-0.697203,0.376490,0.610052
3045,-180.000000,15.089798,0.260333,0.000000,-0.965519,-22.116404,-48.814079,-0.697203,0.376490,0.610052
3053,-180.000000,15.089798,0.260333,0.000000,-0.965519,-22.116404,-48.814079,-0.697203,0.376490,0.610052
3055,-180.000000,15.089798,0.260333,0.000000,-0.965519,-22.116404,-48.814079,-0.697203,0.376490,0.610052
3064,-180.000000,15.089798,0.260333,0.000000,-0.965519,-22.116404,-48.814079,-0.697203,0.376490,0.610052
3075,-180.000000,15.089798,0.260333,0.000000,-0.965519,-22.116404,-48.814079,-0.697203,0.376490,0.610052
3079,-180.000000,15.089798,0.260333,0.000000,-0.965519,-22.116404,-48.814079,-0.697203,0.376490,0.610052
3088,-180.000000,15.089798,0.260333,0.000000,-0.965519,-22.116404,-48.814079,-0.697203,0.376490,0.610052
3094,-180.000000,15.089798,0.260333,0.000000,-0.965519,-22.116404,-48.814079,-0.697203,0.376490,0.610052
3096,-180.000000,15.089798,0.260333,0.000000,-0.965519,-22.116404,-48.814079,-0.697203,0.376490,0.610052
3107,-180.000000,15.089798,0.260333,0.000000,-0.965519,-22.116404,-48.814079,-0.697203,0.376490,0.610052
3113,-180.000000,15.089798,0.260333,0.000000,-0.965519,-22.116404,-48.814079,-0.697203,0.376490,0.610052
3115,-180.000000,15.089798,0.260333,0.000000,-0.965519,-22.116404,-48.814079,-0.697203,0.376490,0.610052
3124,-180.000000,15.089798,0.260333,0.000000,-0.965519,-22.116404,-48.814079,-0.697203,0.376490,0.610052
3128,-180.000000,15.089798,0.260333,0.000000,-0.965519,-22.116404,-48.814079,-0.697203,0.376490,0.610052
3134,-180.000000,15.089798,0.260333,0.000000,-0.965519,-22.116404,-48.814079,-0.697203,0.376490,0.610052
3144,-180.000000,15.089798,0.260333,0.000000,-0.965519,-22.116404,-48.814079,-0.697203,0.376490,0.610052
3148,-180.000000,15.089798,0.260333,0.000000,-0.965519,-22.116404,-48.814079,-0.697203,0.376490,0.610052
3155,-180.000000,15.089798,0.260333,0.000000,-0.965519,-22.116404,-48.814079,-0.697203,0.376490,0.610052
3157,-180.000000,15.089798,0.260333,0.000000,-0.965519,-22.116404,-48.814079,-0.697203,0.376490,0.610052
3165,-180.000000,15.089798,0.260333,0.000000,-0.965519,-22.116404,-48.814079,-0.697203,0.376490,0.610052
3166,-180.000000,15.089798,0.260333,0.000000,-0.965519,-22.116404,-48.814079,-0.697203,0.376490,0.610052
3174,-180.000000,15.089798,0.260333,0.000000,-0.965519,-22.116404,-48.814079,-0.697203,0.376490,0.610052
3177,-180.000000,15.089798,0.260333,0.000000,-0.965519,-22.116404,-48.814079,-0.697203,0.376490,0.610052
3187,-180.000000,15.089798,0.260333,0.000000,-0.965519,-22.116404,-48.814079,-0.697203,0.376490,0.610052
3193,-180.000000,15.089798,0.260333,0.000000,-0.965519,-22.116404,-48.814079,-0.697203,0.376490,0.610052
3196,-180.000000,15.089798,0.260333,0.000000,-0.965519,-22.116404,-48.814079,-0.697203,0.376490,0.610052
3204,-180.000000,15.089798,0.260333,0.000000,-0.965519,-22.116404,-48.814079,-0.697203,0.376490,0.610052
3206,-180.000000,15.089798,0.260333,0.000000,-0.965519,-22.116404,-48.814079,-0.697203,0.376490,0.610052
3208,-180.000000,15.089798,0.260333,0.000000,-0.965519,-22.116404,-48.814079,-0.697203,0.376490,0.610052
3214,-180.000000,15.089798,0.260333,0.000000,-0.965519,-22.116404,-48.814079,-0.697203,0.376490,0.610052
3216,-180.000000,15.089798,0.260333,0.000000,-0.965519,-22.116404,-48.814079,-0.697203,0.376490,0.610052
3223,-180.000000,15.089798,0.260333,0.000000,-0.965519,-22.116404,-48.814079,-0.697203,0.376490,0.610052
3228,-180.000000,15.089798,0.260333,0.000000,-0.965519,-22.116404,-48.814079,-0.697203,0.376490,0.610052
3234,-180.000000,15.089798,0.260333,0.000000,-0.965519,-22.116404,-48.814079,-0.697203,0.376490,0.610052
3236,-180.000000,15.089798,0.260333,0.000000,-0.965519,-22.116404,-48.814079,-0.697203,0.376490,0.610052
3246,-180.000000,15.089798,0.260333,0.000000,-0.965519,-22.116404,-48.814079,-0.697203,0.376490,0.610052
3248,-180.000000,15.089798,0.260333,0.000000,-0.965519,-22.116404,-48.814079,-0.697203,0.376490,0.610052
3256,-180.000000,15.089798,0.260333,0.000000,-0.965519,-22.116404,-48.814079,-0.697203,0.376490,0.610052
3260,-180.000000,15.089798,0.260333,0.000000,-0.965519,-22.116404,-48.814079,-0.697203,0.376490,0.610052
3265,-180.000000,15.089798,0.260333,0.000000,-0.965519,-22.116404,-48.814079,-0.697203,0.376490,0.610052
3274,-180.000000,15.089798,0.260333,0.000000,-0.965519,-22.116404,-48.814079,-0.697203,0.376490,0.610052
3284,-180.000000,15.089798,0.260333,0.000000,-0.965519,-22.116404,-48.814079,-0.697203,0.376490,0.610052
3290,-180.000000,15.089798,0.260333,0.000000,-0.965519,-22.116404,-48.814079,-0.697203,0.376490,0.610052
3291,-180.000000,15.089798,0.260333,0.000000,-0.965519,-22.116404,-48.814079,-0.697203,0.376490,0.610052
3294,-180.000000,15.089798,0.260333,0.000000,-0.965519,-22.116404,-48.814079,-0.697203,0.376490,0.610052
3298,-180.000000,15.089798,0.260333,0.000000,-0.965519,-22.116404,-48.814079,-0.697203,0.376490,0.610052
3304,-180.000000,15.089798,0.260333,0.000000,-0.965519,-22.116404,-48.814079,-0.697203,0.376490,0.610052
3308,-180.000000,15.089798,0.260333,0.000000,-0.965519,-22.116404,-48.814079,-0.697203,0.376490,0.610052
3314,-180.000000,15.089798,0.260333,0.000000,-0.965519,-22.116404,-48.814079,-0.697203,0.376490,0.610052
3318,-180.000000,15.089798,0.260333,0.000000,-0.965519,-22.116404,-48.814079,-0.697203,0.376490,0.610052
3324,-180.000000,15.089798,0.260333,0.000000,-0.965519,-22.116404,-48.814079,-0.697203,0.376490,0.610052
3333,-180.000000,15.089798,0.260333,0.000000,-0.965519,-22.116404,-48.814079,-0.697203,0.376490,0.610052
3339,-180.000000,15.089798,0.260333,0.000000,-0.965519,-22.116404,-48.814079,-0.697203,0.376490,0.610052
3341,-180.000000,15.089798,0.260333,0.000000,-0.965519,-22.116404,-48.814079,-0.697203,0.376490,0.610052
3344,-180.000000,15.089798,0.260333,0.000000,-0.965519,-22.116404,-48.814079,-0.697203,0.376490,0.610052
3350,-180.000000,15.089798,0.260333,0.000000,-0.965519,-22.116404,-48.814079,-0.697203,0.376490,0.610052
3356,-180.000000,15.089798,0.260333,0.000000,-0.965519,-22.116404,-48.814079,-0.697203,0.376490,0.610052
3360,-180.000000,15.089798,0.260333,0.000000,-0.965519,-22.116404,-48.814079,-0.697203,0.376490,0.610052
3364,-180.000000,15.089798,0.260333,0.000000,-0.965519,-22.116404,-48.814079,-0.697203,0.376490,0.610052
3370,-180.000000,15.089798,0.260333,0.000000,-0.965519,-22.116404,-48.814079,-0.697203,0.376490,0.610052
3374,-180.000000,15.089798,0.260333,0.000000,-0.965519,-22.116404,-48.814079,-0.697203,0.376490,0.610052
3381,-180.000000,15.089798,0.260333,0.000000,-0.965519,-22.116404,-48.814079,-0.697203,0.376490,0.610052
3383,-180.000000,15.089798,0.260333,0.000000,-0.965519,-22.116404,-48.814079,-0.697203,0.376490,0.610052
3390,-180.000000,15.089798,0.260333,0.000000,-0.965519,-22.116404,-48.814079,-0.697203,0.376490,0.610052
3396,-180.000000,15.089798,0.260333,0.000000,-0.965519,-22.116404,-48.814079,-0.697203,0.376490,0.610052
3403,-180.000000,15.089798,0.260333,0.000000,-0.965519,-22.116404,-48.814079,-0.697203,0.376490,0.610052
3405,-180.000000,15.089798,0.260333,0.000000,-0.965519,-22.116404,-48.814079,-0.697203,0.376490,0.610052
3413,-180.000000,15.089798,0.260333,0.000000,-0.965519,-22.116404,-48.814079,-0.697203,0.376490,0.610052
3415,-180.000000,15.089798,0.260333,0.000000,-0.965519,-22.116404,-48.814079,-0.697203,0.376490,0.610052
3421,-180.000000,15.089798,0.260333,0.000000,-0.965519,-22.116404,-48.814079,-0.697203,0.376490,0.610052
3425,-180.000000,15.089798,0.260333,0.000000,-0.965519,-22.116404,-48.814079,-0.697203,0.376490,0.610052
3431,-180.000000,15.089798,0.260333,0.000000,-0.965519,-22.116404,-48.814079,-0.697203,0.376490,0.610052
3433,-180.000000,15.089798,0.260333,0.000000,-0.965519,-22.116404,-48.814079,-0.697203,0.376490,0.610052
3443,-180.000000,15.089798,0.260333,0.000000,-0.965519,-22.116404,-48.814079,-0.697203,0.376490,0.610052
3446,-180.000000,15.089798,0.260333,0.000000,-0.965519,-22.116404,-48.814079,-0.697203,0.376490,0.610052
3452,-180.000000,15.089798,0.260333,0.000000,-0.965519,-22.116404,-48.814079,-0.697203,0.376490,0.610052
3457,-180.000000,15.089798,0.260333,0.000000,-0.965519,-22.116404,-48.814079,-0.697203,0.376490,0.610052
3461,-180.000000,15.089798,0.260333,0.000000,-0.965519,-22.116404,-48.814079,-0.697203,0.376490,0.610052
