
Time,Acc Pitch Orientation #WM1, Acc Roll Orientation #WM1,Acc X #WM1,Acc Y #WM1,Acc Z #WM1,		Acc Pitch Orientation #WM2, Acc Roll Orientation #WM2,Acc X #WM2,Acc Y #WM2,Acc Z #WM2
1862,21.103861,-80.506607,-0.920152,-0.360060,0.153872,17.950315,62.354027,0.842713,-0.308192,0.441421
1865,-141.537292,-40.197800,-0.505379,0.622005,-0.598082,17.950315,62.354027,0.842713,-0.308192,0.441421
1868,-141.537292,-40.197800,-0.505379,0.622005,-0.598082,17.950315,62.354027,0.842713,-0.308192,0.441421
1870,-141.537292,-40.197800,-0.505379,0.622005,-0.598082,17.950315,62.354027,0.842713,-0.308192,0.441421
1879,-141.537292,-40.197800,-0.505379,0.622005,-0.598082,17.950315,62.354027,0.842713,-0.308192,0.441421
1885,-141.537292,-40.197800,-0.505379,0.622005,-0.598082,17.950315,62.354027,0.842713,-0.308192,0.441421
1887,-141.537292,-40.197800,-0.505379,0.622005,-0.598082,17.950315,62.354027,0.842713,-0.308192,0.441421
1890,-141.537292,-40.197800,-0.505379,0.622005,-0.598082,17.950315,62.354027,0.842713,-0.308192,0.441421
1896,-141.537292,-40.197800,-0.505379,0.622005,-0.598082,17.950315,62.354027,0.842713,-0.308192,0.441421
1898,-141.537292,-40.197800,-0.505379,0.622005,-0.598082,17.950315,62.354027,0.842713,-0.308192,0.441421
1905,-141.537292,-40.197800,-0.505379,0.622005,-0.598082,17.950315,62.354027,0.842713,-0.308192,0.441421
1907,-141.537292,-40.197800,-0.505379,0.622005,-0.598082,17.950315,62.354027,0.842713,-0.308192,0.441421
1917,-141.537292,-40.197800,-0.505379,0.622005,-0.598082,17.950315,62.354027,0.842713,-0.308192,0.441421
1920,-141.537292,-40.197800,-0.505379,0.622005,-0.598082,17.950315,62.354027,0.842713,-0.308192,0.441421
1928,-141.537292,-40.197800,-0.505379,0.622005,-0.598082,17.950315,62.354027,0.842713,-0.308192,0.441421
1932,-141.537292,-40.197800,-0.505379,0.622005,-0.598082,17.950315,62.354027,0.842713,-0.308192,0.441421
1941,-141.537292,-40.197800,-0.505379,0.622005,-0.598082,17.950315,62.354027,0.842713,-0.308192,0.441421
1943,-141.537292,-40.197800,-0.505379,0.622005,-0.598082,17.950315,62.354027,0.842713,-0.308192,0.441421
1946,-141.537292,-40.197800,-0.505379,0.622005,-0.598082,17.950315,62.354027,0.842713,-0.308192,0.441421
1948,-141.537292,-40.197800,-0.505379,0.622005,-0.598082,17.950315,62.354027,0.842713,-0.308192,0.441421
1958,-141.537292,-40.197800,-0.505379,0.622005,-0.598082,17.950315,62.354027,0.842713,-0.308192,0.441421
1979,-141.537292,-40.197800,-0.505379,0.622005,-0.598082,17.950315,62.354027,0.842713,-0.308192,0.441421
1982,-141.537292,-40.197800,-0.505379,0.622005,-0.598082,17.950315,62.354027,0.842713,-0.308192,0.441421
1984,-141.537292,-40.197800,-0.505379,0.622005,-0.598082,17.950315,62.354027,0.842713,-0.308192,0.441421
1989,-141.537292,-40.197800,-0.505379,0.622005,-0.598082,17.950315,62.354027,0.842713,-0.308192,0.441421
1992,-141.537292,-40.197800,-0.505379,0.622005,-0.598082,17.950315,62.354027,0.842713,-0.308192,0.441421
1998,-141.537292,-40.197800,-0.505379,0.622005,-0.598082,17.950315,62.354027,0.842713,-0.308192,0.441421
2002,-141.537292,-40.197800,-0.505379,0.622005,-0.598082,17.950315,62.354027,0.842713,-0.308192,0.441421
2010,-141.537292,-40.197800,-0.505379,0.622005,-0.598082,17.950315,62.354027,0.842713,-0.308192,0.441421
2021,-141.537292,-40.197800,-0.505379,0.622005,-0.598082,17.950315,62.354027,0.842713,-0.308192,0.441421
2025,-141.537292,-40.197800,-0.505379,0.622005,-0.598082,17.950315,62.354027,0.842713,-0.308192,0.441421
2028,-141.537292,-40.197800,-0.505379,0.622005,-0.598082,17.950315,62.354027,0.842713,-0.308192,0.441421
2032,-141.537292,-40.197800,-0.505379,0.622005,-0.598082,17.950315,62.354027,0.842713,-0.308192,0.441421
2039,-141.537292,-40.197800,-0.505379,0.622005,-0.598082,17.950315,62.354027,0.842713,-0.308192,0.441421
2042,-141.537292,-40.197800,-0.505379,0.622005,-0.598082,17.950315,62.354027,0.842713,-0.308192,0.441421
2046,-141.537292,-40.197800,-0.505379,0.622005,-0.598082,17.950315,62.354027,0.842713,-0.308192,0.441421
2055,-141.537292,-40.197800,-0.505379,0.622005,-0.598082,-82.874977,0.000000,0.000000,0.992278,0.124035
2060,-141.537292,-40.197800,-0.505379,0.622005,-0.598082,-82.874977,0.000000,0.000000,0.992278,0.124035
2065,-141.537292,-40.197800,-0.505379,0.622005,-0.598082,-82.874977,0.000000,0.000000,0.992278,0.124035
2068,-141.537292,-40.197800,-0.505379,0.622005,-0.598082,-82.874977,0.000000,0.000000,0.992278,0.124035
